Canonical Flashcard ID,Legacy / Package Card ID,Source Position,Status,Disposition,Program Section,Topic,Workbook Number,Chapter Number,Chapter Title,Card Type,Concept,Prompt,Back,Memory Cue,Assessment Record IDs,Source Master Question IDs,Workbook Route,Error Category,Source Concept,Currency Control,Source Accuracy,Version,Review Date,Output Status,Source Family
CTA-EP-002-FC-0039,CTA-FC-0039,CTA-FC-0039,Active,KEEP-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,3,Ongoing Informed Consent,Application Principle,Withdrawal From a Specific Intervention,What principle should guide the clinician’s decision?,The therapist should distinguish withdrawal from one intervention from withdrawal from the entire relationship and consider appropriate alternatives.,Declining one technique does not automatically mean the client is ending all treatment.,WB1-C3-Q005,CTA-MQB-0039,WB1-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0040,CTA-FC-0040,CTA-FC-0040,Active,KEEP-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,3,Ongoing Informed Consent,Distinction,Routine Adjustment vs. Material Change,How should these concepts be separated on the exam?,"Ongoing consent is responsive to material changes, not every small clinical judgment.",Ask whether the change meaningfully alters what the client agreed to - not whether anything changed at all.,WB1-C3-Q006,CTA-MQB-0040,WB1-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0041,CTA-FC-0041,CTA-FC-0041,Active,KEEP-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,3,Ongoing Informed Consent,Application Principle,Individual to Conjoint Treatment,What principle should guide the clinician’s decision?,"The change may alter clients, roles, goals, confidentiality, records, and information handling.","Individual to couple or family treatment should immediately trigger role, client, and confidentiality analysis.",WB1-C3-Q007,CTA-MQB-0041,WB1-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0042,CTA-FC-0042,CTA-FC-0042,Active,KEEP-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,3,Ongoing Informed Consent,Application Principle,Treatment Progress and New Plan,What principle should guide the clinician’s decision?,Monitoring effectiveness and involving the client in a material change supports competent and collaborative care.,Ongoing consent does not mean continuing the original plan forever; it means discussing meaningful changes.,WB1-C3-Q008,CTA-MQB-0042,WB1-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0043,CTA-FC-0043,CTA-FC-0043,Active,KEEP-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,3,Ongoing Informed Consent,Application Principle,Mandated Treatment and Remaining Choice,What principle should guide the clinician’s decision?,"Mandated attendance limits voluntariness but does not eliminate accurate information, professional role clarification, confidentiality analysis, or all client choice.","Mandated attendance is not the same as no autonomy, no confidentiality, and consent to everything.",WB1-C3-Q009,CTA-MQB-0043,WB1-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0044,CTA-FC-0044,CTA-FC-0044,Active,KEEP-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,3,Ongoing Informed Consent,Application Principle,Temporary Incapacity at a Major Decision,What principle should guide the clinician’s decision?,A major nonurgent decision should ordinarily wait until meaningful participation is possible.,"Temporary impairment plus a nonurgent decision favors postponement, not paperwork.",WB1-C3-Q010,CTA-MQB-0044,WB1-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0045,CTA-FC-0045,CTA-FC-0045,Active,KEEP-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,3,Ongoing Informed Consent,Application Principle,Reconsidering a Treatment Decision,What principle should guide the clinician’s decision?,The therapist should explore the concern and consider an appropriate plan.,An earlier “yes” is not permanent authorization.,WB1-C3-Q011,CTA-MQB-0045,WB1-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0046,CTA-FC-0046,CTA-FC-0046,Active,KEEP-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,3,Ongoing Informed Consent,Application Principle,Documentation of a Significant Discussion,What principle should guide the clinician’s decision?,"The record should show the material issue, discussion, and resulting plan.","For a major change, remember: discuss it and document the discussion.",WB1-C3-Q012,CTA-MQB-0046,WB1-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0047,CTA-FC-0047,CTA-FC-0047,Active,KEEP-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,3,Ongoing Informed Consent,Application Principle,Routine Clarification,What principle should guide the clinician’s decision?,Ongoing consent includes understandable clarification without unnecessary procedural overreaction.,Not every later question is a formal re-consent event; respond proportionately.,WB1-C3-Q013,CTA-MQB-0047,WB1-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0048,CTA-FC-0048,CTA-FC-0048,Active,KEEP-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,3,Ongoing Informed Consent,Application Principle,Change in Professional Role,What principle should guide the clinician’s decision?,The therapist must assess the role conflict and provide accurate information before relying on agreement.,"A professional-role change requires analysis of purpose, client expectations, confidentiality, and use of information.",WB1-C3-Q014,CTA-MQB-0048,WB1-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0049,CTA-FC-0049,CTA-FC-0049,Active,KEEP-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,3,Ongoing Informed Consent,Application Principle,Apparent Agreement Without Understanding,What principle should guide the clinician’s decision?,The therapist should correct the misunderstanding and assess the client’s actual decision.,Look beyond compliance behavior. Ask whether the client actually understands.,WB1-C3-Q015,CTA-MQB-0049,WB1-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0050,CTA-FC-0050,CTA-FC-0050,Active,KEEP-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,3,Ongoing Informed Consent,Application Principle,Emergency Safety and Consent,What principle should guide the clinician’s decision?,"Immediate safety may justify proportionate emergency action when ordinary participation is not possible, with explanation and documentation.","In a genuine emergency, prioritize immediate safety, proportionate action, and documentation.",WB1-C3-Q016,CTA-MQB-0050,WB1-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0051,CTA-FC-0051,CTA-FC-0051,Active,KEEP-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,3,Ongoing Informed Consent,Application Principle,Comprehensive Ongoing Informed Consent,What principle should guide the clinician’s decision?,"Pause implementation, clarify the intervention and role changes, explain the new risk and reasonable options, assess understanding and voluntariness, determine whether the client agrees, and document the significant discussion. This response addresses the material intervention change, new risk, changed participants and roles, alternatives, pressure, understanding, and documentation.","For an integrated ongoing-consent question, check change, new information, roles, questions, understanding, voluntariness, and documentation.",WB1-C3-Q017,CTA-MQB-0051,WB1-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0060,CTA-FC-0060,CTA-FC-0060,Active,KEEP-LCSW,Workbook 2,Telehealth & Technology,2,5,"Social Media, Boundaries, and Digital Ethics",Application Principle,Associate Advertising,What principle should guide the clinician’s decision?,Associate advertising must accurately state associate status and include the required employer/entity and supervision information; it must not imply independent licensure.,"For associate ads, look for status, number, employer/entity, and supervision - not merely a credential number.","WB1-C4-Q009, WB2-C5-Q007","CTA-MQB-0060, CTA-MQB-0194",WB2-C5,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0069,CTA-FC-0069,CTA-FC-0069,Active,KEEP-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,5,General Consent Requirements for Minors,Legal Rule,Verifying Authority to Consent - Part 1 of 2,"What legal rule, authority, or timing requirement applies?","The therapist should not assume that an accompanying relative has authority merely because the person arranged the appointment, provides transportation, or pays for treatment. The therapist should determine: Whether a parent, legal guardian, or another legally authorized person may consent Whether the minor qualifies to consent independently under California law Whether any urgent or emergency circumstance changes the immediate response California permits a minor who is at least 12 to consent to qualifying outpatient mental-health services when the attending professional determines that the minor is mature enough to participate intelligently.",,WB1-C5-Q001,CTA-MQB-0069,WB1-C5,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
